company,job-title,level,description,job-url,Label
Canonical,Performance Marketing Graduate,Entry level,"The role of a Performance Marketing Graduate at CanonicalCanonical has provided developers with open source since 2004, helping them build innovations such as public cloud, machine learning, robotics or blockchain. Marketing at Canonical means being at the forefront of technology adoption, for our customers and for our own martech stack. We're on the look out for a performance marketing manager to join our team and own our paid strategy.The ideal candidate will be passionate about technology, technology marketing and the use of technology in marketing. You will prefer to work in an environment that has emphasis on ownership of campaigns, collaboration, learning, curiosity and a drive to continually improve oneself / the team / the organisation. You will also love to problem solve, get hands-on, experiment, measure and use automation to make daily life easier.The Marketing team at Canonical drives commercial outcomes for the company across its portfolio of products and grows the addressable market through digital marketing campaigns, lifecycle management, events, partnerships and community development. If these things are important to you and you're motivated by driving growth, delighting customers and filling the sales funnel, we want to talk with you.This role sits in the Marketing team reporting to the Growth Engineering Manager.Location:This role will be based remotely in the EMEA region.What your day will look likeSupport marketing team members with setting up and monitoring paid campaignsMonitor paid performance and budgets across the Marketing teamBuild on automation and AI to improve paid performanceDevelop Canonical's adtech stack to industry leading standardWhat we are looking for in youHands on experience with all ad platforms (Google, LinkedIn, Facebook...)Familiarity with campaign tracking and analytics toolsExperience driving successful lead generation campaigns. Experience with A/B testing and data-driven decision making. Exceptional interpersonal skills and aptitude for forging trusting relationships across diverse, cross-functional teamsProven ability to prioritise and differentiate what matters from the noise, meeting deadlines without sacrificing qualityA growth mindset - someone who is not afraid to think big and take on risksEngagement with the latest trends in marketing technologyWillingness to travel up to 4 times a year for internal eventsYour base pay will depend on various factors including your geographical location, level of experience, knowledge and skills. In addition to the benefits above, certain roles are also eligible for additional benefits and rewards including annual bonuses and sales incentives based on revenue or utilisation. Our compensation philosophy is to ensure equity right across our global workforce.In addition to a competitive base pay, we provide all team members with additional benefits, which reflect our values and ideals. Please note that additional benefits may apply depending on the work location and, for more information on these, you can ask in the later stages of the recruitment process.Fully remote working environment - we've been working remotely since 2004!Personal learning and development budget of 2,000 USD per annumAnnual compensation reviewRecognition rewardsAnnual holiday leaveParental LeaveEmployee Assistance ProgrammeOpportunity to travel to new locations to meet colleagues at 'sprints'Priority Pass for travel and travel upgrades for long haul company eventsCanonical is a pioneering tech firm that is at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world on a daily basis. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do.Canonical has been a remote-first company since its inception in 2004. Work at Canonical is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical provides a unique window into the world of 21st-century digital business.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.",https://fi.linkedin.com/jobs/view/performance-marketing-graduate-at-canonical-3718128371,0
Nigel Frank International,Integrations specialists,Entry level,"Collaborating with numerous Finland based companies that has ambitious plans for the future.You will become a part of a highly skilled teams encompassing diverse domains including Utilities, Electricity, Manufacturing, Trade Logistics, and Airline & International enterprises.The companies deliver capabilities for ingesting and integrating data from customer sources and applications, functioning across a spectrum of environments such as on-premises, private, public, hybrid, and multi-cloud setups.Requirements: Cloud familiarity in Azure / AWS / GCP is advantageous but not obligatory. Proficiency in Integrations with Azure, Dell Boomi, Logic Apps, Workato, Frends, Mulesoft. Above all, they seek individuals who possess a strong enthusiasm for Integrations.Benefits: Sponsored certification programs. Flexibility for hybrid or fully remote work arrangements. Incentives based on personal billing performance. Engagement with cutting-edge technologies.Compensation: Salary ranging from €4500 to €7500, contingent on experience and seniority. Additional bonus of 1000-2000EUR depending on billings.For further details, feel free to reach out:LinkedIn: Max William BrightEmail: m.bright@nigelfrank.com",https://fi.linkedin.com/jobs/view/integrations-specialists-at-nigel-frank-international-3726137890,0
Canonical,Graduate Product Marketing Manager,Entry level,"Canonical is looking for a Graduate Product Marketing Manager who will be responsible for developing marketing strategy and go to market plans at a global level for a diverse range of products to support our growth strategy. This is a hands-on, multi-disciplinary and dynamic position, requiring close collaboration with the Product and engineering teams, content team, Sales Teams, as well as other Marketing functions.The ideal candidate is passionate about technology, technology marketing and the use of technology in marketing. They prefer to work in an environment that emphasises ownership of campaigns, collaboration, learning, curiosity and a drive to continually improve oneself / the team / the organisation. They love to problem solve, get hands-on, experiment, measure and use automation to make daily life easier.Location: This role will be based remotely in the EMEA region.What Your Day Will Look LikeBe responsible for go-to-market planning and execution for a range of products - Cloud, IoT, Appplications, Ubuntu, SecurityLead on content dissemination planning, campaign development and planning for planning product launches. You will lead on the development of compelling messaging and positioning that emphasizes business value and connects with target audiences throughout the buying journeyConceiving and executing customer base communications and marketing programs to upsell and cross sell into our large base of customersCollaborating with demand generation teams, utilizing data and insights to create and improve strategies that drive traffic to our content, optimizing marketing funnelsWork with other teams to plan event, webinars and support paid and social media promotionCreate and publish content (online and print) in line with marketing plans to deliver on campaignsMonitoring the competitive landscape to define product positioning that differentiatesWhat We Are Looking For In YouPassion for technology and some exposure to one of the areas Canonical covers: Cloud, IoT, Ubuntu, Security, ApplicationsAbility to think strategically about complex issues, leading to thoughtful recommendations, and action plansExceptional interpersonal skills, and aptitude for forging trusting relationships across diverse, cross-functional teamsConversant in go-to-market strategies and methodologiesSkilled in leading presentations and discussions with industry analysts, business, technical, and sales stakeholdersExcellent verbal and written communication skills, strong content marketerProven ability to prioritize and differentiate what matters from the noise, meeting deadlines without sacrificing qualityGrowth mindset - someone who is not afraid to think big and take on risk. What We Offer YouYour base pay will depend on various factors including your geographical location, level of experience, knowledge and skills. In addition to the benefits above, certain roles are also eligible for additional benefits and rewards including annual bonuses and sales incentives based on revenue or utilisation. Our compensation philosophy is to ensure equity right across our global workforce.In addition to a competitive base pay, we provide all team members with additional benefits, which reflect our values and ideals. Please note that additional benefits may apply depending on the work location and, for more information on these, please ask your Talent Partner.Fully remote working environment - we've been working remotely since 2004!Personal learning and development budget of 2,000USD per annumAnnual compensation reviewRecognition rewardsAnnual holiday leaveParental LeaveEmployee Assistance ProgrammeOpportunity to travel to new locations to meet colleagues at 'sprints'Priority Pass for travel and travel upgrades for long haul company eventsAbout CanonicalCanonical is a pioneering tech firm that is at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world on a daily basis. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do.Canonical has been a remote-first company since its inception in 2004. Work at Canonical is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical provides a unique window into the world of 21st-century digital business.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.",https://fi.linkedin.com/jobs/view/graduate-product-marketing-manager-at-canonical-3724276455,0
Nigel Frank International,Informatica & Data Warehouse Professionals - Finland,Entry level,"Informatica, Data warehouse and ETL specialistsStep into a well-established company known for its expertise in crafting advanced IT solutions and services exclusively designed for the dynamic financial sector. We have a strong foundation and a deep understanding of multi-channel financial services. Our offerings, which include banking systems and data management, are comprehensive and cost-effective. We are dedicated to delivering innovative solutions that empower our clients' growth and success in a competitive business environment. Together, we're on the path to achieving shared success.Our team consists of around 400 experienced professionals, each excelling in their respective fields. We cover a wide range of disciplines, from mobile and online service design to mainframe environments, project management, and product development.A Sneak Peek at Your Role:We're looking for a skilled and solution-focused individual to join us. As a valuable member of our team, your ability to create modern data solutions, along with your expertise in technical cloud solutions, strong database skills, and a clear understanding of data modeling, will be highly valuable. While coding skills are important, we also appreciate a well-rounded skill set.As our Data team expands, we're also growing our Informatica division to meet the increasing demands of our growing customer base.Required Skills & Qualifications: Proficiency in Informatica is essential. Mastery of Informatica PowerCenter and Informatica Developer. Knowledge of data warehousing and data engineering is a plus. Familiarity with PostgreSQL, ETL processes, Data Vault methodology, and Netezza.Additional Skills That Would Be Beneficial: Strong SQL skills, familiarity with ERP systems, SSAS, and SSIS.Enjoying the Benefits: Work in a diverse and dynamic office environment that encourages innovation and creativity. Access to continuous learning opportunities that are deeply ingrained in our culture. Whether you're new or experienced, we all have a thirst for knowledge. In return for your enthusiasm, we offer certifications and opportunities for professional growth. Be part of a compact and agile organisation where you can contribute to shaping and building a company in its exciting early stages.Explore Your Earnings Potential:Expect a salary range of EUR 5000-8000. Freelance salaries will be discussed during the application process and are definitely competitive.Unleash your potential and become part of a community of forward-thinkers who define excellence in financial solutions. Get in touch with us:Contact:David Field - Managing ConsultantEmail: d.field@nigelfrank.com",https://fi.linkedin.com/jobs/view/informatica-data-warehouse-professionals-finland-at-nigel-frank-international-3689485713,0
Canonical,Product Marketing Manager IoT,Entry level,"Canonical is looking for a Product Marketing Manager IoT who will be responsible for developing marketing strategy and go to market plans at a global level for Canonical's IoT portfolio. This is a hands-on, multi-disciplinary and dynamic position, requiring close collaboration with the Product and engineering teams, content team, Sales Teams, as well as other Marketing functions.The ideal candidate is passionate about technology, technology marketing and the use of technology in marketing. They prefer to work in an environment that emphasises ownership of campaigns, collaboration, learning, curiosity and a drive to continually improve oneself / the team / the organisation. They love to problem solve, get hands-on, experiment, measure and use automation to make daily life easier.Location: This role will be based remotely in the EMEA region.What Your Day Will Look LikeBe responsible for go-to-market planning and execution for Canonical's range of IoT productsLead on content dissemination planning, campaign development and planning for planning product launches. You will lead on the development of compelling messaging and positioning that emphasizes business value and connects with target audiences throughout the buying journeyConceiving and executing customer base communications and marketing programs to upsell and cross sell into our large base of customersCollaborating with demand generation teams, utilizing data and insights to create and improve strategies that drive traffic to our content, optimizing marketing funnelsWork with other teams to plan event, webinars and support paid and social media promotionCreate and publish content (online and print) in line with marketing plans to deliver on campaignsMonitoring the competitive landscape to define product positioning that differentiatesWhat We Are Looking For In YouPassion for IoT and some exposure to the embedded spaceAbility to think strategically about complex issues, leading to thoughtful recommendations, and action plansExceptional interpersonal skills, and aptitude for forging trusting relationships across diverse, cross-functional teamsConversant in go-to-market strategies and methodologiesSkilled in leading presentations and discussions with industry analysts, business, technical, and sales stakeholdersExcellent verbal and written communication skills, strong content marketerProven ability to prioritize and differentiate what matters from the noise, meeting deadlines without sacrificing qualityGrowth mindset - someone who is not afraid to think big and take on risk. What We Offer YouYour base pay will depend on various factors including your geographical location, level of experience, knowledge and skills. In addition to the benefits above, certain roles are also eligible for additional benefits and rewards including annual bonuses and sales incentives based on revenue or utilisation. Our compensation philosophy is to ensure equity right across our global workforce.In addition to a competitive base pay, we provide all team members with additional benefits, which reflect our values and ideals. Please note that additional benefits may apply depending on the work location and, for more information on these, please ask your Talent Partner.Fully remote working environment - we've been working remotely since 2004!Personal learning and development budget of 2,000USD per annumAnnual compensation reviewRecognition rewardsAnnual holiday leaveParental LeaveEmployee Assistance ProgrammeOpportunity to travel to new locations to meet colleagues at 'sprints'Priority Pass for travel and travel upgrades for long haul company eventsAbout CanonicalCanonical is a pioneering tech firm that is at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world on a daily basis. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do.Canonical has been a remote-first company since its inception in 2004. Work at Canonical is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical provides a unique window into the world of 21st-century digital business.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.",https://fi.linkedin.com/jobs/view/product-marketing-manager-iot-at-canonical-3704072822,0
Fellowmind,NewFellows Goes Tech -koulutusohjelma I Haku päättynyt,Entry level,"Hakuaika suosittuun NewFellows-koulutusohjelmaan on nyt auki! Tulevan NewFellows Goes Tech -koulutusohjelman kautta etsimme uusia osaajia työskentelemään Fellowmindille ohjelmistokehityksen pariin. Tulemme palkkaamaan koulutusohjelman kautta 15 uutta IT-alan ammattilaista monipuolisiin IT-alan työtehtäviin. Sinun ei tarvitse olla valmis tekijä. Koulutamme sinut tulevaan työtehtävääsi sovelluskehittäjänä.Haluamme kasvattaa sinusta sovelluskehityksen asiantuntijan joko integraatioiden, Microsoft Dynamics 365- tai Power Platform -teknologioiden pariin. Sovelluskehittäjänä Fellowmindilla pääset hyppäämään kiinnostavaan ja monipuoliseen tekniseen rooliin IT-alalle, josta tekeminen ja uuden oppiminen ei lopu!Solmimme heti alusta lähtien kanssasi vakituisen työsopimuksen ja panostamme osaamisesi kehittämiseen. Alan parhaiden kouluttajien ja koulutusten lisäksi saat tukea ja neuvoja kokeneemmilta ohjelmistokehittäjiltä, jotka jakavat sinulle osaamistaan mentorina sekä asiakasprojekteissa että arjessa.NewFellows Goes Tech -ohjelmaan valitut henkilöt palkataan suoraan työsuhteeseen Fellowmindille ja heidän kanssaan solmitaan heti toistaiseksi voimassa oleva työsopimus.Koulutusohjelman alkuvaiheessa painopiste on vahvasti uuden oppimisessa ja koulutuksessa, jonka jälkeen pääset hyödyntämään ja syventämään taitojasi käytännön asiakastyössä. Sinun ei tarvitse olla valmis tekijä, koulutamme sinut tulevaan rooliisi.Oppiminen jatkuu asiakasprojekteissa, joissa pääset syventämään osaamistasi entisestään uusien teknologioiden ja koodauksen parissa - samalla auttaen asiakkaitamme liiketoimintakriittisten ratkaisujen kehittämisessä.Tuleva Roolisi On Aluksi Joku SeuraavistaMeillä pääset kasvamaan monipuoliseksi IT-alan ammattilaiseksi ja tuleva työroolisi muodostuu aikaisemman teknisen osaamisesi, työkokemuksesi sekä kiinnostuksesi mukaan.IntegraatiokehittäjäMicrosoft D365 -sovelluskehittäjäMicrosoft Power Platform -asiantuntija ja -sovelluskehittäjä""Työssä täytyy ratkoa teknisiä asioita, mutta tiimityötaidot ovat yhtä tärkeitä, sillä työtä tehdään asiakkaille.""Miia, integraatiokehittäjäEduksesi Katsomme Osaamisen Esimerkiksi Seuraavista Osa-alueistaToivomme, että olisit päässyt siis jo koodaamisen makuun joko koulutuksen, työn tai harrastuneisuuden kautta.Microsoft Dynamics 365 tai Microsoft Power Platform C# / Java  Microsoft Azure  Web API:t  SQL  Sinun ei tarvitse kuitenkaan olla täysin valmis ohjelmistokehittäjä tai tekninen ammattilainen, sillä meille eniten merkitsee intosi ja motivaatiosi oppia uutta sekä päästä käsiksi uusiin teknologioihin ja asiakkaidemme auttamiseen. Koulutamme sinut tulevaan työtehtävään sekä käytössä oleviin teknologioihin. Työ IT-alalla on jatkuvaa oppimista!Fellowmindilla menestyt, kun työskentelytyylisi on vastuuntuntoinen, asiakaslähtöinen ja haluat kehittyä jatkuvasti omassa työssäsi. Teet töitä ammattitaidolla, mutta sopivan rennolla otteella. Itseohjautuvuuden lisäksi työskentelet sujuvasti myös osana asiakas- tai projektitiimiä, jotta saamme varmistettua asiakkaalle parhaan mahdollisen ratkaisun. Asiakkaidemme ja ympäristömme kansainvälistyessä toivomme sinulta suomen lisäksi myös sujuvaa englannin kielen taitoa.Palkallinen koulutusohjelma ja vakituinen työsuhde: Tarjoamme työn ohella kattavan koulutuksen, jossa kasvat alan ammattilaiseksi! Kehität erittäin arvostettua osaamista Microsoftin Dynamics -, Azure- sekä integraatioympäristöissä niin koulutuksen kuin käytännön työtehtävien kautta.Alan parhaat kouluttajat ja kokeneet kehittäjät mentoreina: Tarjoamme sinulle osaamistasi tukevan lyhyen koulutuskokonaisuuden huippuammattilaistemme johdolla ja saat mahdollisuuden suorittaa alalla arvostettuja sertifiointeja. Kokeneet kehittäjät ovat tukenasi mentoreina.Monipuoliset asiakasprojektit: Pääset myös soveltamaan kykyjäsi ja koulutuksissa opittua oikeissa asiakasprojekteissa heti alussa olevan tiiviimmän koulutusosion jälkeen. Olet mukana rakentamassa kriittisiä liiketoimintaratkaisuja ja todentamaan niiden hyötyjä asiakkaidemme liiketoiminnalle.Kilpailukykyiset työsuhde-edut: Sinulle kuuluu palkan lisäksi myös kilpailukykyiset työsuhde-etumme, joita ovat mm. hierontaetu, kuntosalietu ja ilmaiset ohjatut ryhmäliikuntatunnit sekä paljon jaksamiseen ja virikkeellisyyteen liittyviä Fellowmind-tapahtumia.Koulutamme ja rekrytoimme nyt sinut ja tulevat kollegaasi NewFellows Goes Tech -ohjelman kautta asiakaslähtöisiksi sovelluskehittäjiksi vauhdittamaan kasvuamme niin Helsingissä, Tampereella kuin Vaasassa sekä muilla Fellowmindin toimistoilla Turussa, Lahdessa, Jyväskylässä, Kuopiossa, Oulussa ja Seinäjoella.Hakuaika on päättynyt vuoden 2023 koulutusohjelmaan. Pysy kuulolla tulevista ohjelmistamme somessa sekä verkostoitumalla kanssamme.",https://fi.linkedin.com/jobs/view/newfellows-goes-tech-koulutusohjelma-i-haku-p%C3%A4%C3%A4ttynyt-at-fellowmind-3558739302,0
Nigel Frank International,"Informatica, Data warehouse and ETL specialists",Entry level,"Embrace a Thriving Journey with a Premier Financial Solutions Innovator!Unlock the doors to a well-established company that stands as a beacon of expertise, crafting cutting-edge IT solutions and services exclusively tailored for the dynamic financial sector. With deep-seated roots and a commanding grasp of multi-channel financial services, we pave the way with comprehensive, cost-effective offerings, encompassing banking systems, data management, and beyond. Our commitment to excellence empowers our clients with innovative solutions, propelling their growth and evolution in the competitive business landscape. Together, we are poised for shared success.Our robust workforce of approximately 400 seasoned professionals, each a virtuoso in their respective domains, forms the backbone of our operation. Our team thrives across diverse disciplines, spanning mobile and online service design, mainframe environments, and the full spectrum of project management and product development undertakings.A Glimpse at Your Role:We are in search of an adept, solution-oriented individual to join our ranks. As a valuable addition to our team, your prowess in crafting contemporary data solutions, coupled with technical cloud expertise, robust database skills, and a nuanced comprehension of data modeling, will be invaluable. While coding prowess is naturally an asset, we warmly welcome your comprehensive skill set.As we expand our Data team, we are also augmenting our INFORMATICA division to meet the burgeoning demands of our ever-growing customer base.Required Skills & Qualifications: Proficiency Informatica is key. Mastery of Informatica PowerCenter and Informatica Developer. Expertise in data warehousing, and data engineering also a plus. Familiarity with PostgreSQL, ETL processes, Data Vault methodology, and Netezza.Beneficial Expertise:SQL acumen, ERP systems, SSAS, and SSIS.Embracing the Benefits: A diverse and dynamic office environment that fosters innovation and creativity. Robust learning opportunities ingrained within our cultural fabric. Whether you're a junior, mid-level, or seasoned professional, our hunger for knowledge is shared. In return for your enthusiasm, the company offers certifications and professional growth. A compact and agile organization, providing a canvas for you to contribute in shaping and creating a company in its exciting nascent stage.Embrace Your Earnings Potential:Anticipate a salary range of EUR 5000-8000. Freelance salaries to be discussed upon application but very competitive.Ready to Ignite Excellence?Unleash your potential and join a community of forward-thinkers who define financial solutions excellence. Connect with us:Max William BrightRecruitment ConsultantEmail: m.bright@nigelfrank.comEager to embark on this exhilarating journey? Your voyage commences here!",https://fi.linkedin.com/jobs/view/informatica-data-warehouse-and-etl-specialists-at-nigel-frank-international-3689490250,0
Nigel Frank International,Power Platform,Entry level,"One of our Microsoft partner clients based in Helsinki, are looking for Power Platform and Azure Data professionals to help with ongoing and future exciting projects, whilst getting top class professional development along the way.Skills & Qualifications Azure, Data Platform, Data Warehousing, Data Engineering, Azure Data Factory, Azure SQL, Strong ETL Knowledge, Power BI, Power Apps, Power Automate, Canvas Apps. Fluency in FinnishBenefits 10% of weekly contract hours dedicated to personal and professional development. Paid certifications Health-care Insurances friendly, supportive and thriving culture salary bonus food/culture/travel vouchers fully remote/hybrid flexible optionsGet in contact today if you are interested!Jack Allen (he/him)Recruitment ConsultantPhone: +358 94 245 2358 (ext. 2358)Email: j.allen@nigelfrank.comWebsite: www.nigelfrank.com",https://fi.linkedin.com/jobs/view/power-platform-at-nigel-frank-international-3671487972,0
Nigel Frank International,Informatica and Datawarehouse Specialist,Entry level,"Informatica and Data Warehousing SpecialistInformation:Our Client offers an exciting opportunity to join their talented team and partake in their rapid expansion and ambitious plans for the year 2023-2024. This company is based in Helsinki and specializes in providing integration solutions for a variety of different clients. More specifically, they offer the capability to efficiently process and integrate data from various customer sources and applications. This functionality spans a wide range of environments including on-premises, private, public, hybrid, and multi-cloud setups.By becoming a part of this accomplished team, you'll be joining professionals from diverse fields such as Utilities, Electricity, Manufacturing, Trade Logistics, Airlines, and International Enterprises.Skills and requirements: You are familiar with system integration. Prior experience using tools such as Azure, Dell Boomi, Logic Apps, SSIS, Frends, and Mulesoft. Previous experience with cloud platforms like Azure, AWS, or GCP Perks:Salary: Compensation ranging from 4500€ to 7500€, based on your experience and seniority. Additional bonus up to 2,000€, depending on billing achievements.What can they offer YOU: Sponsorship for certification programs. Flexibility to work in a hybrid or fully remote setup. Incentives based on personal performance in terms of billings. Engagement with the latest and most innovative technologies.To apply, or if you have any further questions, you can contact Recruitment Consultant Jennie Selen via email j.selen@nigelfrank.com.Nigel Frank Internationalis the global leader in Microsoft technology recruitment. Since 2006, we've found over 19,000 permanent and contract Microsoft professionals for partners, ISVs, and end users in the ecosystem. For more information, visit www.nigelfrank.com",https://fi.linkedin.com/jobs/view/informatica-and-datawarehouse-specialist-at-nigel-frank-international-3689488513,0
Washington Frank International,End Customer Role - Dynamics 365 Finance Specialist,Entry level,"Great opportunity for Dynamics AX / 365 Finance specialists to have an important role at an End Customer.Our Client is a 1000+ employee international company who have been rolling Dynamics 365 out to several of their branches around the Nordics.They have been extremely profitable the last few years and have no signs of slowing down. They have plenty of digitalisation projects in the pipeline using modern cloud technologiesTasks for this D365 F&O specialist position mainly revolve around: Developing and maintaining the Financial modules Organising and leading training for the company's many end users Advising and improving financial/business processes of the company in line with ITYour role will be 50/50 between support and project work. An example of a project you will be working on includes using artificial intelligence to develop an AP functionality.The size of the Dynamics team is 8 people big. Dynamics Experience in the team ranges from 3-8 years.Unique benefits of this company: A strong salary Bonus scheme of up to 4 months salary extra per year. (It has been 2 months minimum for the last 5+ years) Very sustainable Occasional international travel + international environment Ongoing personal development opportunities Plenty of flexibility (Working hours and remote working) Being able to see the long term benefits of your work!Requirements: 2+ years of experience working as a key user of Dynamics AX 2012 / 365 Financial modules. (Prior experience as a Consultant is a big plus too!) Preferred knowledge in Accounts Payable Any knowledge of Accounts Receivable, Project module or Exflow is a big plus Thorough knowledge of Financial processes Fluency in English as a minimum, a Scandinavian language is a big plusDue to the nature of this role, candidates are already being shortlisted for interview next week.Those interested should send their CV and contact details to the address below and we shall be in touch shortly.Contact Name: Barney GreenEmail Address: b.green@frankgroup.comTelephone Number: +358 9 4245 2386",https://fi.linkedin.com/jobs/view/end-customer-role-dynamics-365-finance-specialist-at-washington-frank-international-3728588937,1
Supermetrics,Accounts Receivable Specialist,Entry level,"We’re looking for an Accounts Receivable Specialist to join our Finance team at our HQ in Helsinki.In this role, you will… Own, execute, and develop our accounts receivable processes and day-to-day work.Approve sales invoices.Ensure data accuracy on our sales invoices.Support our internal sales teams and external customers. Manage our collection process.Work closely with our controllers and external accountants.This position is for you if you have…Bachelor's Degree in Finance or related field2-5 years of experience in a similar roleDevelopment and detail-oriented mindsetStrong English is a requirementStrong communication skillsBeing successful in this role requires cooperating with multiple stakeholdersNice To Have Skills…SaaS company experience Netsuite & Salesforce experience If your CV is selected, our recruitment process consists of an intro call with a Recruiter, a Hiring Manager Interview, an Assignment and team Presentation, and a Final call with our CFO. The interviews will be held remotely and at the office, depending on availability. Benefits We Offer…Competitive compensation package including equity Excellent work equipmentHealth care benefit and leisure time insuranceAnnual 1000 euros of personal learning budgetSports and wellbeing allowance Benefits may vary depending on location. You’ll find more information at supermetrics.com/careers#benefitsHear why our team likes it here at supermetrics.com/careers/life-at-supermetrics.Join us on our mission to make data analysis simpler, more productive and more connectedSupermetrics is a frontrunner in data integration technology, with 15% of global advertising spend reported through our products. Our technology helps over 17,000 businesses like Shopify, HubSpot, and Nestlé streamline their marketing data and focus on insights. Since our founding in 2013, we've grown profitably to reach 750K+ users and over 50M€ in annual recurring revenue.We're a team of 360+ growth-minded people from diverse backgrounds. Together, we make a resourceful, inclusive, and collaborative team.Supermetrics operates on trust, transparency, and inclusion. While we're action-oriented and work hard to reach our goals, we value a healthy work-life balance and a laid-back workplace atmosphere.We're hiring for a diverse, competent, and collaborative team and building an inclusive workplace where everyone is treated fairly and respectfully.It all started from a Google t-shirt... Read the rest of our growth story at supermetrics.com/about.",https://fi.linkedin.com/jobs/view/accounts-receivable-specialist-at-supermetrics-3729591691,1
Nigel Frank International,Power Platforms / Power Apps specialists,Entry level,"Power Platform Architect OpportunityAre you a skilled and enthusiastic Power Platform Architect ready for an exciting new chapter? Look no further! We are excited to present an exceptional chance to join a highly regarded Microsoft partner in Finland.About Us: Our client stands at the forefront of digital innovation, harnessing Microsoft technologies to revolutionize businesses and craft extraordinary solutions for clients. With a storied history of successful projects and a robust Microsoft partnership, they take pride in their commitment to excellence and their capacity to make a real-world impact using cutting-edge technology solutions.Role and Responsibilities: As a Senior Power Platform Architect, you will play a pivotal part in conceptualizing and implementing dynamic solutions that empower clients to unlock the full potential of the Power Platform suite. Your key responsibilities will involve:Collaborating closely with clients to grasp their business goals and aspirations. Devising end-to-end Power Platform solutions encompassing Power Apps, Power Automate, Power BI, and Power Virtual Agents. Contributing to a team of adept professionals in conceiving and deploying solutions that enhance business processes through optimization and automation. Providing technical leadership and guidance throughout the project's lifecycle. Ensuring that the solutions crafted are scalable, secure, and sustainable.What We Require: We are in search of a talented individual equipped with the following qualifications:Advanced expertise in the Microsoft Power Platform and its correlated technologies, covering the Power Platform Components, Azure, Dynamics 365, and Office 365. Profound proficiency in at least one of the Power Platform products such as Power BI, Power Apps, or Power Automate. Capability to develop custom solutions using Power Platform Applications. Demonstrated interpersonal skills and a solid team-oriented approach, with the ability to bridge business requirements and technical teams effectively. Exceptional organizational skills, a keen eye for detail, and the adeptness to prioritize tasks for timely completion. Proficiency in spoken and written Finnish, including technical documentation and presentations. Fluency in spoken Finnish is a mandatory requirement.Why Choose Us: Joining our team means becoming an integral part of a vibrant and diverse workforce that values innovation, creativity, and professional advancement. We offer:Opportunities to contribute to impactful projects for prominent clients spanning various industries. Continuous learning avenues, inclusive of access to Microsoft's latest learning resources and training materials. An inclusive and supportive work environment that fosters collaboration and knowledge exchange. A competitive compensation package, including performance-linked bonuses and comprehensive benefits. To learn more, reach out to us today!email: m.bright@nigelfrank.com",https://fi.linkedin.com/jobs/view/power-platforms-power-apps-specialists-at-nigel-frank-international-3704524422,0
